id,eng__001,eng__002,eng__003,eng__004,afr__001,afr__002,afr__003,afr__004,zul__001,zul__002,zul__003,zul__004,xho__001,xho__002,xho__003,xho__004,xho__005,ssw__001,ssw__002,ssw__003,ssw__004,ssw__005,nde__001,nde__002,nde__003,tsn__001,tsn__002,tsn__003,nso__001,nso__002,nso__003,nso__004,sot__001,sot__002,sot__003,ven__001,ven__002,ven__003,ven__004,ven__005,tso__001,tso__002,tso__003,tso__004
dsac_multi_math_00103,block graph,bar chart,,,blokgrafiek,,,,igrafu elisabhele,,,,igrafu esisambuku,ibhloko yegrafu,igrafu yebhloko,,,igrafu leyibloki,,,,,igrafu yamabhulogo,,,kerafomika,kerafonoko,,kerafo ya ploko,,,,kerafo ya boloko,,,girafu ya buḽoko,,,,,girafu ya buloko,,,
dsac_multi_math_00104,BODMAS rule,,,,BODMAS-reël,,,,umthetho wokubala iBodmas,,,,umthetho we-BODMAS,imigaqo yokubala,imigaqo yeBODMAS,,,umtsetfo weBODMAS,,,,,umthetho we-BODMAS,,,molao wa BODMAS,,,molao wa BODMAS,,,,molawana wa BODMAS,molao wa BODMAS,,mulayo wa BODMAS,,,,,nawu wa BODMAS,,,
dsac_multi_math_00105,both,,,,beide,albei,,,kokubili,,,,zombini,bobabini,,,,kokubili,-bili,,,,-bili,,,ka bobedi,,,bobedi,,,,ka bobedi,,,-vhili,,,,,vumbirhi,ha swimbirhi,,
dsac_multi_math_00106,bottom {space and position},,,,bodem,boom,,,iphansi,,,,umphantsi,umzantsi,,,,lingephasi,,,,,ilingaphasi,,,botlase,,,fase,,,,tlase,,,fhasi-fhasi,zwa nga fhasi,,,,hansi,tshaku,,
dsac_multi_math_00107,bottom {underside},,,,bodem,onderkant,,,ingaphansi,,,,umphantsi,amazantsi,,,,liphasi,,,,,-ngaphasi,,,letlase,,,botlase,,,,bokatlase,,,tshiraho,fhasi,,,,tshaku,,,
dsac_multi_math_00108,box-shaped,,,,boksvormig,kasvormig,,,okusabhokisi,,,,bubhokisi,njengebhokisi,,,,-sabhokisi,,,,,-sabhokisi,-njengebhokisi,,sekalebokoso,,,sekalepokisi,,,,sekalebokoso,,,sa bogisi,-ngaho bogisi,,,,xibokisi,,,
dsac_multi_math_00109,brackets,,,,hakies,,,,abakaki,,,,izibiyeli,,,,,bakaki,,,,,iimbayana,,,masakana,,,mašakana,,,,masakana,,,zwitange,buraketse,,,,swiangi,,,
dsac_multi_math_00110,breadth,width,,,breedte,,,,ububanzi,,,,ububanzi,,,,,bubanti,,,,,ububanzi,,,bophara,,,bophara,bopepetla,,,bophara,,,vhuphara,,,,,vuanami,,,
dsac_multi_math_00111,break up <e.g. numbers>,,,,opbreek,,,,ncozulula,hlakaza,,,hlukanisa,uqhawuqhawula,,,,hlahlela,,,,,hlukanisa,,,kgaoganya,,,aroganya,,,,qhaqholla,,,u khethekanya,fhandekanya,u pwasha,,,tlhantlha,,,
dsac_multi_math_00112,budget n.,,,,begroting,,,,uhlahlomali,uhlelomali,uhlinzekomali,ulwabiwomali,uhlahlo lwabiwo-mali,uqingqo-mali,ibhajethi,,,umcombelelo,ibhajethi,,,,isabelo seemali,ibhajethi,,tekanyetsokabo,,,tekanyetšo,,,,ditekanyetso,,,mugaganyagwama,,,,,bajete,mpimanyeto,,
dsac_multi_math_00113,budget v.,,,,begroot,,,,aba imali,hlahla imali,hlela imali,hlinzeka imali,hlahla imali,qingqa imali,bhajetha,,,bhajetha,combelela,,,,aba iimali,bhajetha,,lekanyetsa,,,go lekanyetša,,,,lekanyetsa,,,-gaganya,,,,,bajeta,pimanyeta,,
dsac_multi_math_00114,button {calculator},,,,knop(pie),,,,inkinobho,,,,iqhosha,,,,,likinobho,sifacato,inkhinobho,,,ikunujana,ikunubhe,,konopo,talama,,konopi,,,,konopo,,,bathoni,,,,,batheni,,,
dsac_multi_math_00115,buy,,,,koop,,,,thenga,,,,thenga,ukuthenga,,,,tsenga,,,,,thenga,,,reka,,,reka,,,,reka,,,-renga,,,,,xava,,,
dsac_multi_math_00116,by means of,,,,deur middel van,,,,ngendlela yoku,ngoku,nga,,ngendlela ye,nge,nga,ngo,,nga,nge,,,,nga,,,ka,,,ka mokgwa wa,,,,ka tshebediso,,,nga nḓila ya,nga u shumisa,,,,hi,hi endlele ra,hi ku tirhisa,
dsac_multi_math_00117,calculate,,,,bereken,,,,bala,,,,bala,ukubala,,,,bala,,,,,balisisa,,,balela,,,šoma,humana,bala,,sebenza,rarolla,,-rekanya,-shuma mbalo,vhalela,,,khakhuleta,hlayela,,
dsac_multi_math_00118,calculate mentally,,,,doen hoofrekene,,,,bala ngekhanda,,,,bala ngengqondo,ukubala ngengqondo,,,,bala ngengcondvo,bala ngenhloko,,,,balisisa ngehloko,,,balela ka tlhogo,,,šoma ka hlogo,,,,sebenza ka hlooho,,,u shuma mbalo,rekanya nga muhumbulo,u vhalela muhumbuloni,,,hlayela hi nhloko,khakhuleta hi nhloko,,
dsac_multi_math_00119,calculating key {calculator},,,,berekeningsleutel,sakrekenaarsleutel,,,inkinobho yokubala,,,,iqhosha lokubala,,,,,likinobho lekubala,inkhinobho yekubala,sifacato sekubala,,,ikunujana yokubalisisa,,,konopopalelo,,,khii ya palelo,,,,konopo tshebetso,tshupane ya ho fumana,,khii ya u shuma mbalo,khii ya u rekanya,khii ya u vhalela,,,khiya ro hlayela,khiya ro khakhuleta,,
dsac_multi_math_00120,calculation,,,,berekening,,,,ukubala,,,,ubalo,,,,,kubala,,,,,ukubalisisa,,,palelo,,,palelo,,,,tshebetso,tharollo,,u shuma mbalo,rekanya,u vhalela,,,nkhakhuleto,nhlayelo,,
dsac_multi_math_00121,calculation problem,,,,berekeningsprobleem,,,,isibalo esidinga ukuxazululwa,,,,ingxaki yobalo,isibalo,,,,sibalo,,,,,isibalo,,,paleloraraane,,,palotharollwa ya go balela,,,,tharollo ya bothata,,,u shuma mbalo dza maipfi,thaidzo ya u vhalela,,,,xitoloveto xa nkhakhuleto,xiphiqo xa nkhakhuleto,,
dsac_multi_math_00122,calculation rule,,,,berekeningsreël,,,,umthetho wokubala,,,,umthetho wobalo,umgaqo wokubala,,,,umtsetfo wekubala,,,,,umthetho wokubalisisa,,,molaopalelo,,,molao wa palelo,,,,molawana wa tharollo,,,mulayo wa u shuma mbalo,mulayo wa u rekanya mbalo,mulayo wa u vhalela,,,nawu wa nkhakhuleto,nawu wa nhlayelo,,
dsac_multi_math_00123,calculator,,,,sakrekenaar,,,,isibali,umshini wokubala,,,umatshini wokubala,isixhobo sokubala,ikhaltyhuleyitha,,,sibali,ikhalikhuletha,,,,isibalisisi,,,sebaledi,,,sebaledi,,,,khalkhuleita,,,tshishumambalo,tshirekanyi,khaḽikhuḽeitha,Tshivhaleli,,xihlayelo,khakhuleyita,,
dsac_multi_math_00124,calculator calculation,,,,sakrekenaarberekening,rekenmasjienberekening,,,isibalwangamshini,isibalo esidinga isibali,,,isibalo somatshini wokubala,ukubala ngesixhobo sokubala,ukubala ngekhaltyhuleyitha,,,kubala ngesibali,sibalo sesibali,,,,ukubalisisa kwesibalisisi,,,palelo ya sebaledi,,,palelo ya sebaledi,,,,tharollo ka khalkhuleita,,,u shuma mbalo nga tshishumambalo,murekanyo nga tshirekanyi,,,,nkhakhuleto wa khakhuleyita,,,
dsac_multi_math_00125,calculator dialogue box,,,,sakrekenaardialoogblokkie,,,,ubuso bomshini wokubala,,,,isakhelo esineglasi somatshini wokubala,ubuso besibalo,,,,lifasitelo lesibali,,,,,ubuso besibalisisi,,,tshupapalelo,,,sekrini sa sebadi,,,,sekirini sa khalkhuleita,,,tshikirini tsha tshishumambalo,tshikirini tsha tshirekanyi,,,,xikirini xa khakhuleyita,,,
dsac_multi_math_00126,calculator game,,,,sakrekenaarspeletjie,,,,umdlalosibali,,,,umdlalo womatshini wokubala,umdlalo wokubala,umdlalo wekhaltyhuleyitha,,,umdlalo wesibali,,,,,umdlalo wesibalisisi,,,motshamekopalo,,,papadi ya sebaledi,,,,papadi ya khalkhuleita,,,mutambo nga tshishumambalo,mutambo nga tshirekanyi,mutambo wa u vhalela,,,ntlangu wa khakhuleyita,,,
dsac_multi_math_00127,calendar,,,,kalender,almanak,,,isibalizinsuku,ikhalenda,,,ikhalenda,,,,,ikhalenda,i-alimanaki,,,,ikhalenda,i-almanaka,,kalentara,tshupamatlha,alemanaka,tšhupamabaka,,,,alemanaka,khalendara,,khaḽenda,,,,,khalendara,,,
dsac_multi_math_00128,capacity,,,,kapasiteit,volume,inhoud,,umthamo,,,,umthamo,,,,,umtsamo,ummumatfo,,,,umthamo,,,mothamo,,,boteng,mothamo,,,mothamo,,,nḓadzo,khaphasithi,,,,vundzeni,,,
dsac_multi_math_00129,cardinal number,cardinal,,,kardinaalgetal,hoofgetal,,,inombolonhloko,,,,inani elikhulu,inani lentsusa,,,,ikhadinalinombolo,,,,,inani leenomboro,,,lebalapalo,,,palokgoboko,lebalapalo,palogohle,,palo ya tsona,,,nomboro ya khadinaḽa,khadinaḽa,,,,khadinali xidzi,nomboro-xidzi,,
dsac_multi_math_00130,cardioid,,,,hartkromme,kardioïed,,,okusanhliziyo,,,,i-cardioid,umilo olubuntliziyo,,,,-sanhlitiyo,ikhadiyoyidi,,,,ijamo elibuhliziyo,,,sebopegopelo,,,sebopego sa pelo,,,,sekapelo,,,buna,tshivhumbeo tsha mbilu,,,,ximbilu,,,
dsac_multi_math_00131,carry out,,,,uitvoer,voer uit,,,enza,qhuba,feza,,yenza,-enza,,,,enta,,,,,enza,,,diragatsa,,,dira,šoma,,,phethahatsa,,,-shuma,-ita,,,,endla,,,
dsac_multi_math_00132,CE key,clear entry key,,,kanselleersleutel,,,,isicishinombolo,,,,iqhosha le-CE,i-CE khi,iqhosha lokucima ubalo,,,sifacatosisulo,,,,,ikunujana ye- CE,ikunujana esula okutjha,,konopophimodi,,,khii ya CE,khiiphumula,khii ya go phumula,,konopo ya CE,,,khii ya CE,khii ya u khakhulula,khii ya u lulamisa,,,batheni ya CE,,,
dsac_multi_math_00133,cent,{symbol c},{money},,sent,,,,isenti,,,,isenti,,,,,lisenti,isenti,,,,isende,,,sente,,,sente,,,,sente,,,peni,senthe,,,,sente,peni,,
dsac_multi_math_00134,centimetre,cm,,,sentimeter,cm,,,isentimitha,isiganyana,ibangana,,isentimitha,,,,,isentimitha,lisentimitha,,,,isenthimitha,,,sentimetara,,,sentimetara,,,,sentimitara,,,senthimitha,,,,,sentimitara,,,
dsac_multi_math_00135,centre,,,,middelpunt,sentrum,,,inkaba,iphakathi nendawo,,,isazulu,,,,,inkhaba,ekhatsi nekhatsi,,,,ikaba,isentha,,bogare,,,bogare,,,,bohare,,,vhukati,,,,,xikarhi,,,
dsac_multi_math_00136,century,,,,eeu,,,,ikhulunyaka,ikhulu leminyaka,,,inkulungwane,,,,,umnyakakhulu,,,,,ikhuluminyaka,ikhulu leminyaka,,ngwagakgolo,,,ngwagakgolo,,,,mongwahakgolo,,,sentshari,miṅwaha ya ḓana,,,,lembe-xidzana,,,
dsac_multi_math_00137,change,{money},,,kleingeld,,,,ushintshi,,,,itshintshi,,,,,intjintji,,,,,itjhentjhi,itjintji,,maditshalelo,tšhentšhi,,tšhentšhi,,,,tjhentjhe,,,tshintshi,shandukisa,,,,cinci,,,
dsac_multi_math_00138,change v.,,,,verander,,,,shintsha,,,,utshintsho,tshintsha,,,,ntjintja,gucula,gucuka,,,tjhentjha,,,thuba,fetola,,tšhentšha,,,,fetola,tjhentjha,,-shanduka,-tshintsha,,,,cinca,,,
dsac_multi_math_00139,chart,,,,tabel,,,,ishadi,,,,itshathi,,,,,lishadi,,,,,itjhadi,,,papetla,,,tšhate,,,,tjhate,,,tshati,,,,,chati,,,
dsac_multi_math_00140,check v.,,,,kontroleer,,,,hlola,cubungula,,,ukukhangela,jonga,,,,phenya,hlola,,,,hlola,,,tlhotlhomisa,sekaseka,,lekola,,,,lekola,,,tsheka,,,,,kambela,,,
dsac_multi_math_00141,cheque,,,,tjek,,,,isheke,,,,itshekhi,,,,,lisheke,,,,,itjhege,,,tšheke,,,tšheke,,,,tjheke,,,tsheke,,,,,cheke,,,
dsac_multi_math_00142,choose,,,,kies,,,,khetha,tomula,qoka,,khetha,,,,,khetsa,,,,,khetha,,,tlhopha,,,kgetha,,,,kgetha,,,-nanga,,,,,hlawula,langa,,
dsac_multi_math_00143,circle n.,,,,sirkel,,,,isiyingi,indilinga,,,isangqa,,,,,indingilizi,kakela,indilinga,siyingi,,isiyingilizi,indulungu,,sediko,,,sediko,,,,sedikadikwe,,,tshitendeledzi,,,,,xirhendzevutana,sekele,,
dsac_multi_math_00144,circular adj.,,,,sirkelvormig,,,,okusandilinga,,,,esisangqa,,,,,-sandilinga,-sandingilizi,,,,sasiyingilizi,sandulunga,,-sediko,,,ya nkgokolo,,,,e sedikadikwe,,,tshivhumbeo tsha tshitendeledzi,,,,,xa xirhendzevutana,,,
dsac_multi_math_00145,circumference {relating to a circle},,,,omtrek,,,,umjikelezo wesiyingi,umjikelezo wendilinga,umjikelezondilinga,umjikelezosiyingi,isazinge,ubude besazinge,,,,umjikeleto,,,,,umzombe womzombhelezo,,,sedikiso,,,sedikadikwe,,,,sekhamferense,,,muelotenge,,,,,ndzhendzhelekoxirhendzevutana,sikhamferense,,
dsac_multi_math_00146,C key,,,,kanselleersleutel,,,,isicishanombolo,,,,iqhosha lika-C,iqhosha i-C,i-C khi,,,inkhinobho-c,,,,,ikunujana esulako,,,konopophimodi,,,khii ya C,khii ya go phumula,,,konopo ya C,,,khii ya u thutha,,,,,batheni ya C,,,
dsac_multi_math_00147,classify,,,,klassifiseer,indeel,,,hlela ngononina,,,,hlela,,,,,hlela,hlelembisa,,,,hlukanisa ngamaklasi,hlukanisa ngeenqhema,,arologanya,rulaganya,,hlopha,go beakanya,,,hlophisa,,,-dzudzanya,-vhekanya,,,,ntlawahata,,,
dsac_multi_math_00148,clear v.,,,,uitwis,,,,cisha,,,,cima,ize,,,,cima,cisha,sula,,,sula,,,phimola,,,phumula,,,,phumula,,,-phumula,-thutha,,,,sula,basisa,nkwangula,
dsac_multi_math_00149,click {computer},,,,klik,,,,chofoza,,,,yenza isandi,cofa,,,,chafata,facata,,,,ukuklika,ukuqhwarhaza,,tobetsa,,,tobetša,,,,tobetsa,,,u kiḽika,-puṱedza,,,,tlokonyota,,,
dsac_multi_math_00150,clock,,,,horlosie,,,,iwashi,,,,iwotshi,,,,,liwashi,,,,,iwatjhi,,,tshupanako,,,sešupanako,,,,watjhe,,,watshi,,,,,wachi,xikomba-nkarhi,,
dsac_multi_math_00151,clock face,face of the clock,,,gesig van die horlosie,,,,ubuso bewashi,,,,ubuso bewotshi,,,,,buso beliwashi,,,,,ubuso bewatjhi,,,sefatlatshupanako,,,sefahlego sa sešupanako,bokapele bja sešupanako,,,sefahleho sa watjhe,,,phanḓa ha watshi,,,,,xikandza xa wachi,,,
dsac_multi_math_00152,clockwise,,,,klokgewys,,,,njengokuhamba kwewashi,,,,ejikelezela ngasekunene,,,,,umjikelelosekudla,umjikelosawashi,,,,khambisana nomzombe wewatjhi,jikelezela ngesidleni,,mojeng,,,mmagojeng,,,,motsamao wa watjhe,,,tshi watshi,,,,,fambelo-tlhelo ra xikomba-nkarhi,,,
dsac_multi_math_00153,close adv. <closer, closest>,near,,,naby,,,,sondele,duze,,,kufuphi,sondeleyo,kufutshane,,,dvute,,,,,tjhideleko,,,gaufi,,,kgauswi,,,,haufi,,,tsini,,,,,kusuhi,,,
dsac_multi_math_00154,closed adj. <see also open shape> {shapes},,,,geslote,,,,gimbici,valekile,,,valekileyo,evalekileyo,,,,-valiwe,-valekile,,,,valiweko,,,tswaletswe,,,tswalegile,,,,kwetswe,,,-valeaho,valwa,,,,pfalekile,,,
dsac_multi_math_00155,clue,,,,wenk,aanduiding,,,inkombasisombululo,insizasisombululo,,,umkhondo,ufifi,,,,umkhondvo,insita,iklu,,,umtlhala,isifaniselo,umkhondo,motlhala,,,tlhahli,mohlala,,,lesedi,,,nḓila,kubuli,,,,vuthala,,,
dsac_multi_math_00156,code n.,,,,kode,,,,isazisi,ikhodi,,,ikhowudi,,,,,ikhodi,,,,,ikhowudi,umtlolofihlo,,khoutu,,,khoutu,,,,khoutu,,,khoudu,,,,,khodi,,,
dsac_multi_math_00157,code number,,,,kodenommer,,,,inombolosazisi,ikhodinombolo,,,inombolo yekhowudi,,,,,ikhodinombolo,ikhodinamba,,,,inomboro yekhowudi,,,palotlhaolo,,,nomoro ya khoutu,,,,nomoro ya khoutu,,,nomboro ya khoudu,,,,,nomboro ya khodi,,,
dsac_multi_math_00158,coin,,,,munt,muntstuk,,,uhlamvumali,uhlamvu lwemali,,,ukhozo lwemali,ingqekembe,,,,luhlavumali,buhohlo,ikhoyini,,,ihlavu yemali,,,papetlana,ledi,,tšhelete ya tšhipi,,,,tjhelete ya tshepe,,,ḽingwende,khoini,,,,xingwece,,,
dsac_multi_math_00159,collect {statistics},,,,insamel,,,,qoqa,,,,qokelela,,,,,gcogca,,,,,buthelela,,,kgobokanya,kokoanya,,kgoboketša,,,,bokeletsa,,,-kuvhanganya,,,,,hlengeleta,,,
dsac_multi_math_00160,colour n.,,,,kleur,,,,umbala,,,,umbala,,,,,umbala,idayi,ipendi,,,umbala,umfunda,,mmala,,,mmala,,,,mmala,,,muvhala,u khaḽara,u khiraya,u pennda,,muhlovo,,,
dsac_multi_math_00161,column,,,,kolom,,,,uhla,uhlu,ikhalamu,,uluhlu,ikholam,,,,ikholomu,,,,,ikholomu,,,kolomo,,,kholomo,,,,kholomo,,,khoḽumu,,,,,kholomo,,,
dsac_multi_math_00162,combination,,,,kombinasie,,,,inhlanganisela,,,,indibaniso,,,,,inhlanganisela,indidiyelo,,,,ihlanganiso,ihlanganisela,,kopanyo,,,kopanyo,,,,kopanyo,,,ṱhangano,u ṱanganyisa,,,,nhlengelo,,,
dsac_multi_math_00163,comma <,>,,,,komma,,,,ukhefana,,,,isiphumlisi,,,,,ikhoma,likhefu,,,,ikhoma,,,phegelwana,,,khoma,fegelwana,,,feelwane,,,khoma,,,,,hefemulo,,,
dsac_multi_math_00164,common elements <usually used in the plural>,,,,gemeenskaplike element,,,,okufanayo,,,,amalungu afanayo,iimpawu ezifanayo,,,,emalungafana,emalungamvama,,,,amalunga ajayelekileko,,,dielemente tse di tshwanang,,,dielemente tše di hwetšagalago gohle,,,,elemente tse tshwanang,,,miraḓo ya sethe i fanaho,zwiga zwine zwa fana,,,,swo kumeka hala ni hala,,,
dsac_multi_math_00165,common fraction,simple fraction,vulgar fraction,,gewone breuk,,,,iqhezu elijwayelekile,,,,iqhezu eliqhelekileyo,iqhekeza,iqhezu,iqhezu elixhaphakileyo,,lucetumvama,lucetufanana,,,,icezu elijayelekileko,,,palophatlogale,,,palophatloditlwaelwa,,,,sekoto se sa tlwaelehang,,,mbalo dza zwipiḓa,tshipiḓa zwatsho,,,,xiphemu xa ndzukano,xiphemu xa vhaliga,xiphemu xo olova,xiphemu xa ntolovelo
dsac_multi_math_00166,commutative,,,,kommutatief,,,,ukumiswa kwezinombolo,,,,eguqukelayo,,,,,-ngalandzeli mgomo,luphawulandzelana,,,,hlanakelekako,,,refosanang,,,palophatlotatelano,,,,e ka fetofetolwa,,,khomuthethivi,,,,,hundzuluxeka,,,
dsac_multi_math_00167,commutative property,order property,,,kommutatiewe eienskap,,,,ukumiswa kwezinombolo,,,,uphawu-guquko,uphawu lolungelelwano,uphawu lolandelelwano,,,-neluphawu lwekungalandzeli mgomo,,,,,ihlelo elihlanakelekako,,,mokgwathefosano,,,molawana wa phapantšhotatelano,mokgwa wa phapantšhotatelano,,,molawana wa tlhophiso,,,mulayo wa khomuthethivi,mulayo wa thevhekanyo,mulayo wa nzudzanyo,,,ku cinca vundhawu bya nomboro,maendlele ya hundzuluxelo,,
dsac_multi_math_00168,compare,,,,vergelyk,,,,qhathanisa,,,,thelekisa,,,,,catsanisa,,,,,medanisa,madanisa,,bapisa,,,bapetša,,,,bapisa,,,-vhambedza,,,,,pimanyisa,,,
dsac_multi_math_00169,comparison,,,,vergelyking,,,,isiqhathaniso,,,,uthelekiso,,,,,catsanisa,,,,,imadaniso,,,papiso,,,papišo,,,,papiso,,,mbambedzo,,,,,mpimanyiso,,,
dsac_multi_math_00170,compass <see also pair of compasses>,,,,kompas,,,,inkombamagumbi,,,,isalatha-mbombo,ikhampasi,,,,sikhombamagumbi,ikhampasi,,,,isikhombamagumbi,ikhampasi,,tshupantlha,kompase,,tšhupakhutlo,khamphase,,,khomphase,,,khamphasi,tsumbasia,,,,khompasi,,,
dsac_multi_math_00171,compass point,point of the compass,,,windstreek,kompasstreek,,,umcijo wekhampasi,,,,incopho yesalatha mbombo,isalathambombo,incam yekhampasi,,,umcijo wekhampasi,umcijo wesikhombamagumbi,,,,itlobo lesikhombamagumbi,itlobo lekhampasi,,ntlha ya kompase,,,mathoko a khamphase,,,,ntlha ya khompase,,,sia ḽa khamphasi,sia ḽa tsumbasia,,,,poyinti ya khompasi,makumu ya khompasi,,
dsac_multi_math_00172,complete adj.,,,,volledig,,,,qedile,phelile,,,epheleleyo,,,,,-phelele,,,,,-pheleleko,,,feletse,,,feletše,,,,phethahetseng,,,-fhelaho,u fhedzisa,u ḓadzisa,,,heleleke,,,
dsac_multi_math_00173,complete v.,,,,voltooi,volledig maak {bv. ‘n ruimte},,,qedela,,,,gcwalisa,gqibezela,,,,cedzisa,cedzela,,,,qedelela,phelelisa,,fetsa,,,fetša,,,,qetella,,,-fhedza,,,,,hetisa,,,
dsac_multi_math_00174,complete circle,,,,volle sirkel,volledige sirkel,,,indilinga ephelele,isiyingi esiphelele,,,isangqa esipheleleyo,,,,,indingilizi lephelele,indilinga lephelele,,,,isiyingilizi esipheleleko,indulungu epheleleko,,sediko se se feletseng,,,sediko se se feletšego,,,,sedikadikwe se phethahetseng,,,tshitendeledzi tsho fhelelaho,sekeḽe yo fhelelaho,,,,xirhendzevutana xo hetiseka,,,
dsac_multi_math_00175,complete statement,,,,volledige verklaring,,,,imininingwane ephelele,,,,ingxelo epheleleyo,,,,,sitatimende lesiphelele,,,,,isitatimende esipheleleko,,,kgato e e feletseng,,,setatemente se se feletšego,,,,setatemente se phethahetseng,,,tshitatamennde tsho fhelelaho,,,,,rungula ro hetiseka,xitatimendhe xo hetiseka,,
dsac_multi_math_00176,complex calculation,,,,saamgestelde berekening,,,,isibalombaxa,isibalo esiyindida,,,ubalo oluxananazileyo,ubalo oluntsokothileyo,,,,sibalo lesiyimphicabadzala,sibalo lesitiyile,,,,isibalo esirareneko,isibalo esihlangahlangeneko,,palelotswako,palelotharaano,,palelo ye e raraganego,,,,tshebetso e rarahaneng,,,kushumele tserekano kwa mbalo,murekanyotserekano,,,,nkhakhuleto wa mpfilungano,,,
dsac_multi_math_00177,computer,,,,rekenaar,,,,isigcinalwazi,ikhompuyutha,,,ikhompyutha,,,,,ngcondvomshini,ikhompuyutha,,,,ikhomphyutha,,,khomphiutara,,,khomphutha,,,,khomphiyuta,,,khomphiyutha,,,,,khompyuta,,,
dsac_multi_math_00178,computer calculation,,,,rekenaarberekening,,,,ukubala ngesigcinalwazi,,,,ubalo lwekhompyutha,ubalo ngekhompyutha,,,,kubala ngangcondvomshini,sibalo sangcondvomshini,,,,ukubalisisa ngekhomphyutha,,,palelokhomphiutara,,,palelo ya khomphutha,,,,tshebetso ya khomphiyuta,,,murekanyo nga khomphiyutha,u vhalela nga khomphiyutha,,,,nkhakhuleto wa khompyuta,,,
