id,eng__001,eng__002,eng__003,afr__001,afr__002,afr__003,ven__001,ven__002,ven__003,ven__004,tso__001,tso__002,tso__003,tso__004,tso__005,tso__006,tso__007
dsac_ns_4to6_00237,buckle,,,gespe,,,tshikwetsho,,,,xipiningo,xikhwexeti,,,,,
dsac_ns_4to6_00238,bud,,,botsel,,,thunga,,,,xihluke,,,,,,
dsac_ns_4to6_00239,budgerigar,,,grasparkiet,budjie,,badzhiriga,,,,hokwe,,,,,,
dsac_ns_4to6_00240,build,,,bou,,,fhaṱa,,,,aka,,,,,,
dsac_ns_4to6_00241,builder,,,bouer,,,mufhaṱi,,,,muaki,,,,,,
dsac_ns_4to6_00242,building,,,gebou,,,tshifhaṱo,,,,muako,,,,,,
dsac_ns_4to6_00243,building material,,,boumateriaal,,,tshishumiswa tsha u fhaṱa,matheriaḽa a u fhaṱa,,,swo aka,,,,,,
dsac_ns_4to6_00244,bulb {plants},,,bol,,,khufhi,,,,rhanga,,,,,,
dsac_ns_4to6_00245,bulb {thermometer},,,bol,,,baḽibu,khungulu,,,rhanga ra temomitara,rhanga ra xipima-mahiselo,,,,,
dsac_ns_4to6_00246,bulb holder,,,gloeilamphouer,,,tshifara baḽibu,tshifara globu,,,xikhoma-rhanga,,,,,,
dsac_ns_4to6_00247,bull,,,bul,,,mboho,,,,nkuzi,xikwela,,,,,
dsac_ns_4to6_00248,bunch,,,bondel,,,tshidzhumba,tshigwada,,,ntlawa,xikatsa,,,,,
dsac_ns_4to6_00249,bundle,,,bondel,,,dzanda,,,,nyandza,chokotso,gaxa,xijumba,,,
dsac_ns_4to6_00250,Bunsen burner,,,Bunsen-brander,,,tshifhisi tsha bansen,,,,xichuvambara xa Bunsen,,,,,,
dsac_ns_4to6_00251,burette,,,buret,,,burethe,,,,byureta,bureta,,,,,
dsac_ns_4to6_00252,burn v.,,,brand,,,-fhisa,,,,hisa,tshwa,vavula,,,,
dsac_ns_4to6_00253,burn wound,burn,,brandwond,,,tshilonda tsha u swa,,,,mbanga ya ndzilo,,,,,,
dsac_ns_4to6_00254,burrow n.,,,ondergrondse blyplek,,,mulindi,,,,ncele,ntila,nkele,mpfutla,muhocho,,
dsac_ns_4to6_00255,burrow v.,,,grawe,,,-bwa,-gwa,,,handza,guba,cela,fukula,,,
dsac_ns_4to6_00256,burst v.,,,bars,,,thuthuba,,,,buluka,handzuka,baleka,,,,
dsac_ns_4to6_00257,bury v.,,,begrawe,,,-vhulunga,,,,lahla,cela,seletela,paletela,cukumeta,yimbela,
dsac_ns_4to6_00258,bus,,,bus,,,bisi,,,,bazi,bizi,xibomba,,,,
dsac_ns_4to6_00259,bush,,,struik,,,tshiṱaka,,,,xihlahla,khwati,nhova,,,,
dsac_ns_4to6_00260,busy Lizzie,,,vlytige Liesbet,,,bizi ḽizi,,,,ximilana xa Busy Lizzie,ximilana xo kula hi ku hatlisa,,,,,
dsac_ns_4to6_00261,butterfly,,,skoenlapper,,,tshisusu,,,,phaphatana,,,,,,
dsac_ns_4to6_00262,buzzer,,,gonser,,,bele,baza,,,xigongondzi,xitshukanyeti,,,,,
dsac_ns_4to6_00263,cabbage,,,kool,kopkool,,khavhishi,,,,khavichi,khavechi,,,,,
dsac_ns_4to6_00264,cable,,,kabel,,,khebuḽu,,,,khebulu,ntambhu,,,,,
dsac_ns_4to6_00265,cable-stayed bridge,,,swaaibrug,sweefbrug,,buroho ya khebuḽu,,,,buloho ra tintambhu,,,,,,
dsac_ns_4to6_00266,cage,,,hok,,,tshitumba,,,,xihlengele,hoko,,,,,
dsac_ns_4to6_00267,calcium,,,kalsium,,,khaḽisiamu,,,,khalisiyamu,,,,,,
dsac_ns_4to6_00268,calcium carbonate n.,carbonate of lime,,kalsiumkarbonaat,,,khaboneithi ya ḽaimi,,,,khaboneti ya kalaka,khaboneti ya khalisiyamu,,,,,
dsac_ns_4to6_00269,calculate,,,bereken,,,shuma mbalo,u rekanya,,,khakhuleta,hlayela,,,,,
dsac_ns_4to6_00270,calculation,,,berekening,,,u shuma mbalo,u rekanya,,,nkhakhuleto,nhlayelo,,,,,
dsac_ns_4to6_00271,calculator,,,rekenaar,,,tshishumambalo,khaḽikhuḽeitha,tshivhaleli,tshirekanyi,xihlayeri,khakhuletara,,,,,
dsac_ns_4to6_00272,calf,,,kalf,,,ṋamana,,,,xirhodyana,rhole,,,,,
dsac_ns_4to6_00273,calix,,,blomkelk,,,khaḽikisi,,,,mfumba-xiluva,,,,,,
dsac_ns_4to6_00274,callipers,,,meetpasser,,,khaḽipa,,,,tikhalipara,,,,,,
dsac_ns_4to6_00275,cam,,,nok,,,khemu,,,,kheme,,,,,,
dsac_ns_4to6_00276,camel,,,kameel,,,gamela,,,,kamela,,,,,,
dsac_ns_4to6_00277,camouflage,,,kamoeflering,,,khamafuḽedzhe,tshikanganyisi,,,ntumbeto,nsirhelo,,,,,
dsac_ns_4to6_00278,camp n.,,,kamp,,,gammba,,,,kampa,nkamba,,,,,
dsac_ns_4to6_00279,can n.,,,blik,,,khene,tshitsimbi,,,khene,xithinana,xikotela,,,,
dsac_ns_4to6_00280,can v.,,,blik,,,-valela zwitsimbini,-shatela zwitsimbini,,,khena,lemela ethinini,,,,,
dsac_ns_4to6_00281,canal,,,kanaal,,,mugero,ḽigero,,,mugero,muhocho,,,,,
dsac_ns_4to6_00282,candle,,,kers,,,khanḓela,,,,khandlhele,,,,,,
dsac_ns_4to6_00283,cane,,,rottang,,,luṱanga,,,,musengele,rihlanga,,,,,
dsac_ns_4to6_00284,cane sugar,,,rietsuiker,sukrose,,movha,,,,chukele ra mova,,,,,,
dsac_ns_4to6_00285,canine adj.,,,hondagtig,,,mmbwa,,,,xa mbyana,ximbyana,,,,,
dsac_ns_4to6_00286,canine tooth,,,oogtand,,,dungammbwa,,,,tino-ximbyana,tino ro handzula,,,,,
dsac_ns_4to6_00287,canister,,,houer,blik,kan,tshibogisi,,,,xibokisana xa nsimbhi,,,,,,
dsac_ns_4to6_00288,canned product,,,ingemaakte produk,geblikte produk,,zwiḽiwa zwo valelwaho,zwiḽiwa zwo shatelwaho,,,swa le mathinini,swa le swikoteleni,,,,,
dsac_ns_4to6_00289,canning factory,cannery,,inmaakfabriek,,,feme ya u valela zwiḽiwa zwitsimbini,,,,feme ya swa le mathinini,,,,,,
dsac_ns_4to6_00290,canoe,,,kano,,,tshikwekwete,,,,mukhumbi,xikwekwetsu,,,,,
dsac_ns_4to6_00291,capacitor,,,kapasitor,,,khaphasitha,,,,xihlayisa-gezi,,,,,,
dsac_ns_4to6_00292,cape sparrow,,,mossie,,,lupuṱula,,,,xindzingiri,,,,,,
dsac_ns_4to6_00293,capsule,,,kapsule,saadomhulsel,,gwangwa ḽa mbeu,,,,nkulula-tindzoho,,,,,,
dsac_ns_4to6_00294,car,,,motor,,,goloi,moḓoro,,,movha,xipandza-mananga,golonyi,,,,
dsac_ns_4to6_00295,car battery,,,motorbattery,,,biṱiri ya goloi,,,,betiri ya movha,,,,,,
dsac_ns_4to6_00296,carbohydrate,,,koolhidraat,,,khabohaiḓreithi,,,,khabohayidireti,,,,,,
dsac_ns_4to6_00297,carbon,,,koolstof,,,khaboni,,,,khaboni,,,,,,
dsac_ns_4to6_00298,carbon dioxide,,,koolstofdioksied,koolsuurgas,,khaboni daokusaidi,gesepfuḓi,,,khaboni-dayokisayidi,,,,,,
dsac_ns_4to6_00299,carbon monoxide,,,koolstofmonoksied,,,khaboni monokisaidi,,,,khaboni-monokisayidi,,,,,,
dsac_ns_4to6_00300,cardboard,,,karton,,,khadibodo,khadibogisi,,,khadibodo,,,,,,
dsac_ns_4to6_00301,cargo,,,vrag,,,muhwalo,,,,ndzhwalo,nhundzu,,,,,
dsac_ns_4to6_00302,carnation,,,angelier,,,khanesheni,,,,khanexini,,,,,,
dsac_ns_4to6_00303,carnivore,meat-eating animal,,karnivoor,vleiseter,,tshiḽaṋama,,,,xidya-nyama,xihanya-hi-nyama,,,,,
dsac_ns_4to6_00304,carpenter,,,timmerman,,,muvhaḓi,,,,muvatli,mbatli,,,,,
dsac_ns_4to6_00305,carpet,,,mat,,,khaphethe,,,,khapete,,,,,,
dsac_ns_4to6_00306,carrion,,,aas,,,mvumvi,ṋama yo vuvaho,,,ntsumbu,xidumbu,nyama yo bola,,,,
dsac_ns_4to6_00307,carrion eater,,,aasvretende dier,,,tshiḽaṋamamvuvi,tshiḽaṋama yo vuvaho,,,xidya-ntsumbu,xidya-xidumbu,,,,,
dsac_ns_4to6_00308,carrot,,,wortel,,,kherotsi,,,,kheroti,,,,,,
dsac_ns_4to6_00309,cartilage,,,kraakbeen,,,mukala,,,,nxorhonxorho,xixorhoxorho,,,,,
dsac_ns_4to6_00310,carton,,,kartonhouer,,,khathoni,,,,khathoni,,,,,,
dsac_ns_4to6_00311,casting,,,gieting,gietwerk,,vhufulatsimbi,,,,fula nsimbhi,,,,,,
dsac_ns_4to6_00312,cast iron,,,gietyster,,,tsimbipfulwa,,,,nsimbhi-furiwa,,,,,,
dsac_ns_4to6_00313,catalogue,,,katalogus,,,khathaḽogo,,,,khatalogo,nongonoko,,,,,
dsac_ns_4to6_00314,catalyst,,,katalisator,,,tshiṱuṱuwedzi,,,,xihatlisisi,,,,,,
dsac_ns_4to6_00315,catapult,,,katapult,,,khathaphaliti,ḽegere,regere,,tirhekerhe,,,,,,
dsac_ns_4to6_00316,caterpillar,,,ruspe,,,lunguvhi,,,,n’wampfokorho,xivungu-njiya,,,,,
dsac_ns_4to6_00317,cattle,,,beeste,,,kholomo,,,,tihomu,,,,,,
dsac_ns_4to6_00318,cattle fodder,,,veevoer,,,furu ya kholomo,zwiḽiwa zwa kholomo,,,furu,,,,,,
dsac_ns_4to6_00319,caustic,,,bytend,,,-fhenya,-kunda,,,xivavuli,xikwamuri,,,,,
dsac_ns_4to6_00320,caustic soda,sodium hydroxide,,seepsoda,bytsoda,,soda ya khosṱiki,,,,soda-xivavuri,sodiyamu-hayidirokisayidi,soda-xivavuli,soda-xikwamuri,,,
dsac_ns_4to6_00321,cell {battery},,,sel,,,sele,,,,sele {ya betiri},,,,,,
dsac_ns_4to6_00322,cell,,,sel,,,sele,,,,sele {yo hanya},,,,,,
dsac_ns_4to6_00323,cellulose,,,sellulose,,,seḽuḽousu,,,,selulosi,,,,,,
dsac_ns_4to6_00324,cement,,,sement,,,semennde,,,,semendhe,,,,,,
dsac_ns_4to6_00325,cement dam,,,sementdam,,,damu ḽa semennde,,,,damu ra semendhe,,,,,,
dsac_ns_4to6_00326,cemetery,,,begraafplaas,,,mavhiḓani,zwaloni,,,swilahlo,masirha,,,,,
dsac_ns_4to6_00327,centi,,,senti,,,tsha ḓana,,,,xidzana,,,,,,
dsac_ns_4to6_00328,centimetre,cm,,sentimeter,cm,,senthimitha,,,,sentimitara,,,,,,
dsac_ns_4to6_00329,centipede,,,oorkruiper,honderdpoot,,luvhenzhelele,,,,sukumbela,ndlandlalati,,,,,
dsac_ns_4to6_00330,centre of gravity,,,swaartepunt,,,tshikati tsha mutsiko,tshikati tsha vhukati ha giravithi,,,xikarhi ka misava,,,,,,
dsac_ns_4to6_00331,century,,,eeu,,,ḓana ḽa miṅwaha,ḓaṅwaha,,,lembe-xidzana,,,,,,
dsac_ns_4to6_00332,ceramic,,,keramiek,,,tsha vumba,,,,vumba,seramiki,,,,,
dsac_ns_4to6_00333,ceramics,,,pottebakkerskuns,,,vhuvhumbi nga vumba,,,,ku vumba,,,,,,
dsac_ns_4to6_00334,cereal,,,graan,,,tsha thoro,siriḽi,,,rivele-ndzoho,,,,,,
dsac_ns_4to6_00335,chain,,,ketting,,,tshaini,,,,nketani,mpecana,,,,,
dsac_ns_4to6_00336,chameleon,,,verkleurmannetjie,,,luaviavi,,,,rimpfani,lumpfani,,,,,
dsac_ns_4to6_00337,channel n. {a passage e.g. for water or liquids},,,kanaal,,,mulonga,,,,mugero,,,,,,
dsac_ns_4to6_00338,channel n. {communication},,,kanaal,,,tshiṱitshi,tshaneḽe,,,xitichi,,,,,,
dsac_ns_4to6_00339,channel v. {control or direct something},,,kanaliseer,,,-sumbanḓila,,,,lawula,,,,,,
dsac_ns_4to6_00340,characteristic,,,eienskap,,,mbonalo,tshiṱaluli,luswayo,,xihlawurisi,xihlawulekisi,,,,,
dsac_ns_4to6_00341,charcoal,,,houtskool,,,malasha,mahale,,,kala,lahla,,,,,
dsac_ns_4to6_00342,charged adj.,,,gelaai,,,-tshadzhiwaho,,,,lexi pfuxetiweke matimba,lexi chajiweke,,,,,
dsac_ns_4to6_00343,chart,,,kaart,,,tshati,,,,chati,,,,,,
dsac_ns_4to6_00344,cheetah,,,jagluiperd,,,lugwenṱofu,,,,xinkankanka,,,,,,
dsac_ns_4to6_00345,chemical n.,,,chemikalie,,,khemikhaḽa,,,,khemikhali,,,,,,
dsac_ns_4to6_00346,chemical energy,,,chemiese energie,,,fulufulu ḽa khemikhaḽa,,,,matimba-xikhemikhali,,,,,,
dsac_ns_4to6_00347,chemical potential energy,,,chemiese potensiaalenergie,,,fulufulu ḽo faredzwaho ḽa khemikhala,,,,matimba-xikhemikhali lama hlayisiweke,,,,,,
dsac_ns_4to6_00348,chemical reaction,,,chemiese reaksie,,,ṱhanganyo ya khemikhaḽa,u nyanyuwa,,,macincelo ya xikhemikhali,maendlelo ya xikhemikhali,,,,,
dsac_ns_4to6_00349,chemical substance,,,chemiese stof,chemikalie,,tsha khemikhaḽa,,,,nchumu wa xikhemikhali,,,,,,
dsac_ns_4to6_00350,chemist,pharmacist,,apteker,,,rakhemisi,,,,mukhemisi,,,,,,
dsac_ns_4to6_00351,chest,,,borskas,,,khana,,,,xifuva,,,,,,
dsac_ns_4to6_00352,chicken,,,hoender,,,khuhu,,,,huku,,,,,,
dsac_ns_4to6_00353,chicken coop,,,hoenderhok,,,tshitumba tsha khuhu,,,,xihahlu,,,,,,
dsac_ns_4to6_00354,chimney,,,skoorsteen,,,tshumela,,,,chimele,,,,,,
dsac_ns_4to6_00355,chimney ventilation,,,skoorsteenventilasie,,,tshumela ya mvulelamufhe,,,,moyahato wa xichimele,,,,,,
dsac_ns_4to6_00356,chimpanzee,,,sjimpansee,,,tshimpanzi,,,,chimpanzi,,,,,,
dsac_ns_4to6_00357,chipboard,,,brokkiesbord,,,tshipibodo,,,,chipibodo,,,,,,
dsac_ns_4to6_00358,chisel,,,beitel,,,tshezela,,,,chizele,nsendzo,betlela,,,,
dsac_ns_4to6_00359,chisel-shaped tooth,,,beitelvormige tand,,,ḽiṋo ḽa musendo,,,,tino-kondlo,,,,,,
dsac_ns_4to6_00360,chitin,,,chitien,,,tshitini,,,,gwangwangwa ra swihadyana,,,,,,
dsac_ns_4to6_00361,chlorine,,,chloor,,,kḽorini,,,,tlilorayini,tlilorini,,,,,
dsac_ns_4to6_00362,chlorophyll,,,chlorofil,,,kḽorofiḽi,,,,tlilorofili,,,,,,
dsac_ns_4to6_00363,choke v.,,,verstik,,,-tzhipa,,,,tlimba,vindza,,,,,
dsac_ns_4to6_00364,cholera,,,cholera,,,khoḽera,,,,kholera,,,,,,
dsac_ns_4to6_00365,chop v.,,,kap,,,-rema,,,,pandzela,tsema,kangandzela,tsemelela,phapha,khawula,
dsac_ns_4to6_00366,chrome,,,chroom,,,khromu,,,,khuromu,,,,,,
dsac_ns_4to6_00367,chrome resistance,,,chroomweerstand,,,u sa bva vhuhali ha khroumu,vhukhroumu,,,ku nga rhosi,,,,,,
dsac_ns_4to6_00368,chromium plating,,,chroomplatering,,,vhuḓikhroumu,vhukhroumu,u khwaṱhisa na u ita uri tshishumiswa tshi sa bve vhuhali,,nsivela ku rhosa,,,,,,
dsac_ns_4to6_00369,circle n. {geometry},,,sirkel,,,mutengelele,tshitendeledzi,,,xirhendzevutana,,,,,,
dsac_ns_4to6_00370,circle-shaped,circular,,sirkelvormig,,,tsha tshitendeledzi,tsha mutengelele,,,xa xirhendzevutana,,,,,,
dsac_ns_4to6_00371,circuit {general},,,baan,,,mumono,,,,sekete {ya ndlela},,,,,,
dsac_ns_4to6_00372,circuit {electrical},,,kring,stroombaan,,sekhethe,,,,sekete {ya gezi},,,,,,
dsac_ns_4to6_00373,circuit {hydraulics},,,kring,,,sekhethe,,,,sekete {ya swihalaki},,,,,,
dsac_ns_4to6_00374,circuit {pneumatic},,,kring,,,tsha tshitendeledzi,,,,sekete {ya moya},,,,,,
dsac_ns_4to6_00375,circulate,,,sirkuleer,,,-mona,,,,rhendzeleka,,,,,,
dsac_ns_4to6_00376,circumference,,,omtrek,,,muelotenga,sikhamferentse,,,ndzhendzheleko,,,,,,
dsac_ns_4to6_00377,citric acid,,,sitroensuur,,,esidi ya saiṱriki,,,,asidi ya xilamula,esidi ya xilamula,,,,,
dsac_ns_4to6_00378,citrus,,,sitrus,,,siṱrasi,,,,xilamula,,,,,,
dsac_ns_4to6_00379,clamp,,,klamp,,,kiḽempe,tshifarisi,,,ximanyiso,,,,,,
dsac_ns_4to6_00380,clasper {male insect},,,knyper,,,kḽasipa,,,,ximanyiso {xa xitsotso},,,,,,
dsac_ns_4to6_00381,classification,,,klassifikasie,,,khethekanyo,mbekanyo,nzudzanyo,,ntlawahato,,,,,,
dsac_ns_4to6_00382,classify v.,,,klassifiseer,,,-khethekanya,-vhekanya,,,ntlawahata,,,,,,
dsac_ns_4to6_00383,claw,,,klou,,,ṋala,,,,nwala,n’wala,ximbi,,,,
dsac_ns_4to6_00384,clay,,,klei,,,vumba,,,,vumba,mhemba,mbopfi,,,,
dsac_ns_4to6_00385,clayey soil,,,kleiagtige grond,,,mavu a vumba,,,,hondzosi,xivumba,xilogo,,,,
dsac_ns_4to6_00386,clay mixture,,,kleimengsel,,,muvango wa vumba,,,,mpfangano wa vumba,mpfangano wa hondzosi,xilongo,,,,
dsac_ns_4to6_00387,clay soil,,,kleigrond,,,mavu a vumba,,,,misava ya vumba,,,,,,
dsac_ns_4to6_00388,cleanser,,,skoonmaker,reinigingsmiddel,,tshikunakisi,tshikunisi,,,xibasisi,,,,,,
dsac_ns_4to6_00389,clear,,,helder,,,-vhonadzaho,,,,vonakarisa,vonikela,,,,,
dsac_ns_4to6_00390,clear {sky},,,helder,,,-si na makole,,,,nkala-mapapa,,,,,,
dsac_ns_4to6_00391,clear water,,,helder water,,,maḓi o kunaho,,,,mati yo tenga,,,,,,
dsac_ns_4to6_00392,cleft,,,skeur,bars,,mutwe,,,,mpandzeko,,,,,,
dsac_ns_4to6_00393,climate,,,klimaat,,,kiḽima,,,,maxele,maxelo,,,,,
dsac_ns_4to6_00394,clock,,,horlosie,,,watshi,,,,wachi,xikomba-nkarhi,,,,,
dsac_ns_4to6_00395,clockmaker,,,horlosiemaker,,,muiti wa watshi,,,,muendla-swikombankarhi,muendla-tiwachi,,,,,
dsac_ns_4to6_00396,closed loop system {electronics},,,geslotelusstelsel,,,sisṱeme ya ḽupu yo valeaho,,,,nkunupeto wa nomo {wa gezi},,,,,,
dsac_ns_4to6_00397,closed sluice,,,geslote sluis,,,phontshi yo valeaho,,,,vhelefu {ya damu},vhalufu,,,,,
dsac_ns_4to6_00398,cloth,,,weefstof,kledingstof,,labi,sila,,,nguvu,lapi,pesa,,,,
dsac_ns_4to6_00399,clothing,,,klerasie,kleredrag,,zwiambaro,zwifuko,,,swiambalo,tinguvu,,,,,
dsac_ns_4to6_00400,clothing factory,,,klerefabriek,,,feme ya zwiambaro,,,,feme ya tinguvu,feme ya swiambalo,,,,,
dsac_ns_4to6_00401,cloud,,,wolk,,,gole,,,,papa,tsefu,,,,,
dsac_ns_4to6_00402,cluck v.,,,kloek,,,-kunzwa,,,,nkenkela,,,,,,
dsac_ns_4to6_00403,cluster,,,tros,,,tshigwada,,,,xijumba,,,,,,
dsac_ns_4to6_00404,coal,,,steenkool,,,malasha,,,,lahla,kala,,,,,
dsac_ns_4to6_00405,coal fire,,,steenkoolvuur,,,mulilo wa malasha,,,,ndzilo wa malahla,ndzilo wa makala,,,,,
dsac_ns_4to6_00406,coarse,,,grof,,,tsha madzhoro,,,,khwaxa,,,,,,
dsac_ns_4to6_00407,coarse stone,,,growwe steen,,,tombo ḽi hwasaho,,,,ribye ro khwaxa,,,,,,
dsac_ns_4to6_00408,coat n.,,,pels,,,mukumba,,,,jazi,,,,,,
dsac_ns_4to6_00409,coat v.,,,bedek,dek,,-pennda,,,,penda,chuchutsa,chuchuta,hulunga,,,
dsac_ns_4to6_00410,cob,,,mieliekop,,,mukope,,,,mpupurha,nkwihiri,nkhuhle,,,,
dsac_ns_4to6_00411,cobalt,,,kobalt,,,khobaḽithi,,,,khobati,,,,,,
dsac_ns_4to6_00412,cock,,,haan,,,mukukulume,,,,nkuku,,,,,,
dsac_ns_4to6_00413,cockroach,,,kakkerlak,,,bete,,,,hele,,,,,,
dsac_ns_4to6_00414,coconut,,,kokosneut,,,khokhonathi,,,,khokhonati,,,,,,
dsac_ns_4to6_00415,cocoon,,,kokon,,,khukhuni,,,,n’wampfokorho,,,,,,
dsac_ns_4to6_00416,code,,,kode,,,khoudu,,,,xikombisi,mfungho,,,,,
dsac_ns_4to6_00417,coil,,,spoel,,,khoiḽi,,,,harhi,khoyili,,,,,
dsac_ns_4to6_00418,cold n.,,,koue,,,murotho,phepho,,,xirhami,ku titimela,,,,,
dsac_ns_4to6_00419,cold adj.,,,koud,,,-rothola,,,,xo titimela,,,,,,
dsac_ns_4to6_00420,cold-blooded,,,koudbloedig,,,-shavhaho phepho,,,,swa ngati yo titimela,,,,,,
dsac_ns_4to6_00421,collage,,,collage,plakskildery,,khoḽadzhi,,,,mpfangano wa swifaniso,kholaji,,,,,
dsac_ns_4to6_00422,collar,,,kraag,,,mutsinga,khoḽoro,,,kholoro,montlela,,,,,
dsac_ns_4to6_00423,colour,,,kleur,,,muvhala,,,,muhlovo,muvala,,,,,
dsac_ns_4to6_00424,coloured copper wire,,,gekleurde koperdraad,,,ḓaraṱa ya muvhala wa koporo,,,,darata ya koporo ya muhlovo,,,,,,
dsac_ns_4to6_00425,colourless,,,kleurloos,,,-si na muvhala,,,,nkala-muhlovo,,,,,,
dsac_ns_4to6_00426,colour wheel,,,kleurwiel,,,vhili ḽa muvhala,linga ḽa muvhala,,,vhilwa ra muhlovo,,,,,,
dsac_ns_4to6_00427,column,,,pilaar,,,phuphu,,,,kholomo,rixaxa,,,,,
dsac_ns_4to6_00428,column graph,,,kolomgrafiek,,,girafu ya khoḽomu,,,,girafu ya kholomo,,,,,,
dsac_ns_4to6_00429,combustion,,,verbranding,,,phiso,,,,mpfurho,,,,,,
dsac_ns_4to6_00430,commercial,,,kommersieel,,,vhuvhambadzi,,,,swa mabindzu,,,,,,
dsac_ns_4to6_00431,common weed,,,onkruid,,,tsheṋe,,,,nhlakulo,nhova,,,,,
dsac_ns_4to6_00432,communication {technology - electronics},,,kommunikasie,,,vhudavhidzani,,,,mbulavurisano,vuhlanganisi,,,,,
dsac_ns_4to6_00433,compass n.,,,kompas,,,khamphasi,tsumbasia,,,khompasi,xikomba-timheho,,,,,
dsac_ns_4to6_00434,component {electronics},,,komponent,,,tshivhumbi,khomphonenthe,,,xiphemu,,,,,,
dsac_ns_4to6_00435,compose v.,,,saamstel,,,-vhumba,-sika,,,vumba,,,,,,
dsac_ns_4to6_00436,composite n.,,,samestelling,,,tshivhumbwa nga zwinzhi,,,,xivumbiwa,,,,,,
dsac_ns_4to6_00437,composition,,,samestelling,,,mbumbo,,,,xivumbeko,,,,,,
dsac_ns_4to6_00438,compost,,,kompos,,,pfudzethukhwi,,,,khomposi,muquvela,,,,,
dsac_ns_4to6_00439,compound n. {combination of parts},,,mengsel,,,tshisikwa,,,,nkatsano,,,,,,
dsac_ns_4to6_00440,compound bar,,,saamgestelde staaf,,,baa ya khomphaundu,,,,bara ya nkatsano,,,,,,
dsac_ns_4to6_00441,compress v.,,,saampers,,,-kwanyeledza,-pwanyeledza,,,kamanyeta,manyanisa,tlimbanisa,,,,
dsac_ns_4to6_00442,compressed air,,,saamgeperste lug,,,muya wo pwanyeledzwaho,,,,moya wo tlimbanisiwa,moya wo manyanisiwa,,,,,
dsac_ns_4to6_00443,compressive force,compression force,,drukkrag,kompressiekrag,,maanḓa a u pwanyeledza,,,,matimba yo tlimbana,,,,,,
dsac_ns_4to6_00444,compressor,,,kompressor,,,khomphuresa,,,,xitlimbanisi,,,,,,
dsac_ns_4to6_00445,computer,,,rekenaar,,,khomphyutha,,,,khompyuta,khompyutara,,,,,
dsac_ns_4to6_00446,concentrated,,,gekonsentreer,,,tsho dziaho,,,,xa matimba,,,,,,
dsac_ns_4to6_00447,concrete,,,beton,,,khonkhrithi,,,,khonkhirete,khonkhele,khonkhiriti,,,,
dsac_ns_4to6_00448,concrete brick,,,betonbaksteen,,,tshidina tsha khonkhrithi,,,,xitina xa khonkhirete,,,,,,
dsac_ns_4to6_00449,condensate,,,kondensaat,,,tshiluḓifhadzwa,,,,xitiyi xa swihalaki,,,,,,
dsac_ns_4to6_00450,condensation,,,kondensasie,,,muluḓelo,khondentsesheni,,,mahundzukelo {moya ku ya eka swihalaki},,,,,,
dsac_ns_4to6_00451,condense v.,,,kondenseer,vloeibaar maak,,-luḓifhadza,-ita tshiluḓi,,,hundzula,,,,,,
dsac_ns_4to6_00452,condenser,,,kondenseerder,,,tshiluḓifhadzi,khondentsa,,,xihundzuri,,,,,,
dsac_ns_4to6_00453,conduct v.,,,gelei,,,-rathisa,,,,fambisa,,,,,,
dsac_ns_4to6_00454,conduction,,,geleiding,,,phirisafulufulu,,,,mfambiso,,,,,,
dsac_ns_4to6_00455,conductor,,,geleier,,,tshifhirisafulufulu,,,,xifambisi,,,,,,
dsac_ns_4to6_00456,cone {e.g. seed of pine tree},,,keël,,,khounu,,,,mpalu,khoni,tshevula,,,,
dsac_ns_4to6_00457,cone-bearing adj.,,,keëldraend,,,tshiaṋwakhounu,,,,xo tswala timpalu,,,,,,
dsac_ns_4to6_00458,cone-bearing plant,,,keëldraende plant,,,muri muaṋwakhounu,,,,murhi wo tswala timpalu,,,,,,
dsac_ns_4to6_00459,conical,,,keëlvormig,,,tsha khounu,,,,xa khoni,,,,,,
dsac_ns_4to6_00460,connection,,,verbinding,,,ṱhumano,ṱhanganyo,,,nhlanganiso,,,,,,
dsac_ns_4to6_00461,connective adj.,,,verbindend,,,-ṱumanyaho,,,,lexi hlanganisiweke,,,,,,
dsac_ns_4to6_00462,conservation,,,bewaring,,,ndondolo,,,,nhlayiso,,,,,,
dsac_ns_4to6_00463,conserve n.,,,konserf,,,zwivhulungwa,,,,xihlayisiwa,,,,,,
dsac_ns_4to6_00464,conserve v. {water},,,bepaar,,,-vhavhalela,-vhulunga,,,hlayisa {mati},,,,,,
dsac_ns_4to6_00465,conserve v. {protection of e.g. living things},,,bewaar,,,-tsireledza,-londota,-londola,,hlayisa,,,,,,
dsac_ns_4to6_00466,constituent n.,,,bestanddeel,,,tshipiḓa,,,,xiphemu,,,,,,
dsac_ns_4to6_00467,constraint,,,begrensing,beperking,,tshiiledzi,tshikundisi,,,xisivelo,xipimelo,,,,,
dsac_ns_4to6_00468,construction n.,,,konstruksie,,,u fhaṱa,u vhumba,,,vuaki,,,,,,
dsac_ns_4to6_00469,construction kit,,,konstruksietoerusting,,,zwishumiswa zwa u fhaṱa,,,,switirhisiwa swo aka,,,,,,
dsac_ns_4to6_00470,contact force,,,kontakkrag,,,maanḓakhwamano,,,,matimba yo hlanganisa,,,,,,
dsac_ns_4to6_00471,container n.,,,houer,,,mudzio,tshifaro,,,xikhomelo,khontheyina,xitamelo,,,,
dsac_ns_4to6_00472,continued existence {e.g. species},,,volgehoue voortbestaan,,,ndalamo,,,,ku hanya,vukona,,,,,
